Planned,,,,,,,
,,,,,,,
Fiscal Year,Fiscal Year Type,Account Name,Agency Name,Operating Unit,Category,Sector, Amount 
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Health,Other Public Health Threats," $4,036,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $24,063,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Humanitarian Assistance,"Protection, Assistance and Solutions"," $7,700,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $12,634,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Education and Social Services,Social Assistance," $880,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Education and Social Services,Social Services," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Peace and Security,Transnational Crime," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Education and Social Services,Basic Education," $35,775,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)","Democracy, Human Rights, and Governance",Civil Society," $18,624,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Economic Opportunity," $4,501,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Environment,Environment," $72,100,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Financial Sector," $3,827,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)","Democracy, Human Rights, and Governance",Good Governance," $300,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Education and Social Services,Higher Education," $500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Infrastructure," $4,900,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Macroeconomic Foundation for Growth," $4,820,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Private Sector Competitiveness," $2,275,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Education and Social Services,Social Services," $2,325,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Economic Development,Trade and Investment," $8,900,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Economic Growth, Agriculture and Trade (USAID)",Health,Water Supply and Sanitation," $11,700,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bureau for Food Security (USAID),Economic Development,Agriculture," $348,900,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)","Democracy, Human Rights, and Governance",Civil Society," $1,980,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Peace and Security,Conflict Mitigation and Reconciliation," $389,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Humanitarian Assistance,Disaster Readiness," $3,960,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Economic Development,Economic Opportunity," $1,073,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)","Democracy, Human Rights, and Governance",Good Governance," $1,980,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Economic Development,Macroeconomic Foundation for Growth," $1,723,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)","Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Economic Development,Private Sector Competitiveness," $1,073,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Education and Social Services,"Social Policies, Regulations, and Systems"," $6,252,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Policy, Planning and Learning (USAID)",Economic Development,Trade and Investment," $1,070,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,Economic Development,Agriculture," $8,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,"Democracy, Human Rights, and Governance",Civil Society," $9,296,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,Environment,Environment," $9,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,"Democracy, Human Rights, and Governance",Good Governance," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,810,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $800,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Cambodia,Peace and Security,Transnational Crime," $1,344,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Central Africa Regional Office (USAID),Environment,Environment," $16,087,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Central America Regional Office (USAID),Economic Development,Agriculture," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Central America Regional Office (USAID),Environment,Environment," $8,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Central America Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance," $50,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Central America Regional Office (USAID),Economic Development,Trade and Investment," $1,450,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Djibouti,Education and Social Services,Basic Education," $1,384,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Djibouti,Economic Development,Infrastructure," $616,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Djibouti,Economic Development,Private Sector Competitiveness," $8,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Dominican Republic,Education and Social Services,Basic Education," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Dominican Republic,Environment,Environment," $3,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Dominican Republic,"Democracy, Human Rights, and Governance",Good Governance," $2,830,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Dominican Republic,Education and Social Services,Social Services," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),Economic Development,Agriculture," $20,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),Peace and Security,Conflict Mitigation and Reconciliation," $2,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),Environment,Environment," $10,300,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),Economic Development,Financial Sector," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $1,140,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,East Africa Regional Office (USAID),Economic Development,Trade and Investment," $17,254,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,Education and Social Services,Basic Education," $4,818,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,"Democracy, Human Rights, and Governance",Good Governance," $3,150,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,Education and Social Services,Higher Education," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,Economic Development,Macroeconomic Foundation for Growth," $1,540,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,Economic Development,Private Sector Competitiveness," $4,642,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $1,850,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,El Salvador,Economic Development,Trade and Investment," $5,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Economic Development,Agriculture," $50,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Education and Social Services,Basic Education," $18,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Peace and Security,Conflict Mitigation and Reconciliation," $3,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Environment,Environment," $7,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,"Democracy, Human Rights, and Governance",Good Governance," $1,250,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Education and Social Services,Higher Education," $2,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Economic Development,Private Sector Competitiveness," $4,588,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ethiopia,Health,Water Supply and Sanitation," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,Economic Development,Agriculture," $45,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,Education and Social Services,Basic Education," $20,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,Environment,Environment," $5,254,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,"Democracy, Human Rights, and Governance",Good Governance," $6,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,Economic Development,Infrastructure," $5,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Ghana,Health,Water Supply and Sanitation," $4,570,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Economic Development,Agriculture," $17,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Education and Social Services,Basic Education," $6,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Environment,Environment," $10,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,"Democracy, Human Rights, and Governance",Good Governance," $6,435,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Education and Social Services,Higher Education," $2,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Economic Development,Private Sector Competitiveness," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $11,952,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Guatemala,Peace and Security,Transnational Crime," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,Economic Development,Agriculture," $15,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,Education and Social Services,Basic Education," $10,700,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,"Democracy, Human Rights, and Governance",Civil Society," $3,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,Environment,Environment," $3,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,"Democracy, Human Rights, and Governance",Good Governance," $8,767,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Honduras,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $3,859,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,India,Economic Development,Economic Opportunity," $3,229,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,India,Environment,Environment," $15,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Indonesia,Education and Social Services,Basic Education," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Indonesia,"Democracy, Human Rights, and Governance",Civil Society," $12,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Indonesia,Humanitarian Assistance,Disaster Readiness," $7,000,000.00 "
