FiscalYear,QTR,FiscalYearType,Account,Agency,OperatingUnit,BenefitingCountry,Category,Sector,Amount,Spent,Spent2
2009,4,Disbursements,Global Health & Child Survival, USAID,"USAID Democracy, Conflict and Humanitarian Assistance",Worldwide,Education and Social Services,Social Services," $17,477.33 ",17477.33,17477.33
2006,40,Disbursements,N/A,MCC,Honduras,Honduras,Economic Development,Infrastructure," $107,582.30 ",107582.3,107582.3
2012,3,Disbursements,Assist. For N.I.S Of Former Soviet Union,usaid,Kyrgyz Republic,Kosovo,"Democracy, Human Rights, and Governance",Good Governance, $(460.38),-460.38,-460.38
2009,2,Obligations,Operating Expenses, USAID,Russia,Worldwide,Program Management,Direct Administrative Costs," $1,403,666.40 ",1403666.4,1403666.4
2011,3,Obligations,Development Assistance,usaid,USAID Southern Africa Regional,South Africa Region,Economic Development,Agriculture," $700,000.00 ",700000,700000
2010,3,Obgl.,Global Health & Child Survival,U.S.A.I.D,USAID Regional Development Mission-Asia,East Asia Region,Health,Malaria, $(767.57),-767.5700000000001,-767.5700000000001
2013,2,Obligations,Global Health & Child Survival,usaid,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election",Program Management,Monitoring and Evaluation," $58,897.00 ",58897,58897
2013,3,Obligations,Economic Support Fund,usaid,East Asia Region,East Asia Region,"Democracy, Human Rights, and Governance",Good Governance," $500,000.00 ",500000,500000
2010,4,Disbsmnt.,Development Assistance,usaid,USAID Latin America and Caribbean Regional,Colombia,ENVIRONMENT,Natural Resources and Biodiversity," $11,145.45 ",11145.45,11145.45
2012,1,Obligations,N/A,Department of Stata,Belize,Belize,,Multi-Sector - Unspecified," $117,496.37 ",117496.37,117496.37
2012,2,Obligations,Development Assistance,usaid,Ghana,Ghana,Program Management,Direct Administrative Costs," $350,000.00 ",350000,350000
2009,4,Disbursements,Economic Support Fund, USAID,USAID Africa Regional,Ethiopia,Humanitarian Assistance,Disaster Readiness," $223,500.00 ",223500,223500
2009,4,Obligations,Assist. For N.I.S Of Former Soviet Union, USAID,Kazakhstan,Kosovo,Program Management,Direct Administrative Costs, $(165.93),-165.93,-165.93
2012,4,Disbursements,Development Assistance,usaid,Brazil,Brazil,Program Management,Direct Administrative Costs," $275,581.86 ",275581.86,275581.86
2009,2,Disbursements,IG Operating Expenses, USAID,USAID Administrative Costs,Worldwide,Program Management,Direct Administrative Costs," $1,014.50 ",1014.5,1014.5
2013,3,Disbursements,N/A,usaid,Africa Region,Africa Region,"Democracy, Human Rights, and Governance",Good Governance," $63,000.00 ",63000,63000
2009,4,Disbursements,Economic Support Fund, USAID,Haiti,Haiti,Economic Development,Economic Opportunity," $52,423.13 ",52423.13,52423.13
2012,4,Disbursements,Transition Initiatives,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Kosovo,Peace and Security,Conflict Mitigation and Reconciliation," $27,866.00 ",27866,27866
2011,,Obligations,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Asian Development Bank (AsDB),I.wonder.if.Laura.will.find.this,multi-sector,International Contributions," $106,372,828.00 ",106372828,106372828
2009,3,Disbursements,Operating Expenses, USAID,Moldova,Worldwide,Program Management,Direct Administrative Costs," $105,518.36 ",105518.36,105518.36
2012,2,Disbursements,Development Assistance,usaid,USAID Regional Development Mission-Asia,Philippines,Program Management,Direct Administrative Costs," $15,273.13 ",15273.13,15273.13
2010,4,Obgl.,Development Assistance,usaid,USAID Latin America and Caribbean Regional,Peru,Program Management,Direct Administrative Costs," $500,000.00 ",500000,500000
2013,4,Obligations,Economic Support Fund,usaid,Sierra Leone,Sierra Leone,Program Management,Monitoring and Evaluation, $794.00 ,794,794
2012,3,Disbursements,Development Assistance,usaid,USAID West Africa Regional,West Africa Region,Econ. Dev.,Trade and Investment," $2,879,546.73 ",2879546.73,2879546.73
2009,1,Disbursements,Global Health & Child Survival,U.S.A.I.D,Ghana,Ghana,Health,Family Planning and Reproductive Health, $387.46 ,387.46,387.46
2010,2,Disbsmnt.,N/A,MCC,Benin,Benin,Economic Development,Infrastructure," $4,844,276.97 ",4844276.97,4844276.97
2014,2,Disbursements,Transition Initiatives,usaid,Syrian Arab Republic,Syrian Arab Republic,Peace and Security,Conflict Mitigation and Reconciliation," $12,100,489.69 ",12100489.69,12100489.69
2011,1,Disbursements,Global Health & Child Survival,usaid,Rwanda,Rwanda,Program Management,Direct Administrative Costs," $298,823.72 ",298823.72,298823.72
2010,3,Disbsmnt.,Global Health & Child Survival,U.S.A.I.D,Papua New Guinea,East Asia Region,Health,HIV/AIDS," $771,088.40 ",771088.4,771088.4
2012,4,Obligations,Development Assistance,usaid,Ethiopia,Ethiopia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $50,000.00 ",50000,50000
2010,2,Disbsmnt.,Economic Support Fund,usaid,Cambodia,Cambodia,Program Management,Direct Administrative Costs," $70,083.02 ",70083.02,70083.02
2009,4,Obligations,Development Assistance,U.S.A.I.D,"USAID Economic Growth, Education and Environment",Worldwide,Health,Water Supply and Sanitation," $10,532,646.00 ",10532646,10532646
2011,4,Disbursements,Development Assistance,usaid,USAID Regional Development Mission-Asia,Marshall Islands,Humanitarian Assistance,Disaster Readiness," $16,479.47 ",16479.47,16479.47
2013,4,Obligations,Gifts and Donations,usaid,Worldwide,Worldwide,Economic Development,Infrastructure," $3,000,000.00 ",3000000,3000000
2010,4,Obgl.,Development Assistance,usaid,USAID Regional Development Mission-Asia,East Asia Region,ENVIRONMENT,Natural Resources and Biodiversity," $9,278,707.00 ",9278707,9278707
2012,1,Disbursements,Development Assistance,usaid,Djibouti,Djibouti,Education and Social Services,Basic Education," $233,605.81 ",233605.81,233605.81
2011,2,Disbursements,N/A,MCC,El Salvador,El Salvador,Economic Development,Infrastructure," $22,638,472.98 ",22638472.98,22638472.98
2013,1,Disbursements,Economic Support Fund,usaid,China,China,ENVIRONMENT,Natural Resources and Biodiversity," $83,197.21 ",83197.21000000001,83197.21000000001
2011,2,Disbursements,Development Assistance,usaid,Indonesia,Indonesia,Program Management,Direct Administrative Costs," $255,015.66 ",255015.66,255015.66
2011,2,Disbursements,Economic Support Fund,U.S.A.I.D,Afghanistan,Afghanistan,Health,Family Planning and Reproductive Health," $783,545.69 ",783545.6899999999,783545.6899999999
2012,2,Obligations,Operating Expenses,usaid,Serbia,Worldwide,Program Management,Direct Administrative Costs," $423,803.66 ",423803.66,423803.66
2008,2,Obligations,N/A,MCC,Madagascar,Madagascar,Economic Development,Agriculture," $2,453,000.00 ",2453000,2453000
2010,3,Disbsmnt.,Global Health & Child Survival,U.S.A.I.D,Uganda,Uganda,Health,Family Planning and Reproductive Health," $1,422,476.12 ",1422476.12,1422476.12
2010,2,Disbsmnt.,Assist. For N.I.S Of Former Soviet Union,usaid,Turkmenistan,Turkmenistan,Economic Development,Macroeconomic Foundation for Growth," $127,508.20 ",127508.2,127508.2
2011,3,Disbursements,Global Health & Child Survival,U.S.A.I.D,USAID East Africa Regional,East Africa Region,Health,Tuberculosis," $248,329.01 ",248329.01,248329.01
2014,2,Disbursements,N/A,usaid,Burundi,Burundi,Economic Development,Private Sector Competitiveness," $26,455.00 ",26455,26455
2013,2,Disbursements,N/A,U.S.A.I.D,Namibia,Namibia,Health,HIV/AIDS," $(12,200.00)",-12200,-12200
2010,3,Disbsmnt.,Economic Support Fund,usaid,Morocco,Morocco,Economic Development,Trade and Investment," $44,672.23 ",44672.23,44672.23
2009,1,Disbursements,Assist. For N.I.S Of Former Soviet Union,U.S.A.I.D,Uzbekistan,Uzbekistan,Health,Family Planning and Reproductive Health," $4,122.18 ",4122.18,4122.18
2009,4,Obligations,Special Assistance Initiatives, USAID,Montenegro,Montenegro,Program Management,Direct Administrative Costs," $104,203.41 ",104203.41,104203.41
2009,4,Disbursements,Special Assistance Initiatives, USAID,Kosovo,Kosovo,Economic Development,Infrastructure," $864,429.46 ",864429.46,864429.46
2010,4,Obgl.,Development Assistance,usaid,Mongolia,Mongolia,Program Management,Direct Administrative Costs," $416,000.00 ",416000,416000
2010,2,Disbsmnt.,Economic Support Fund,usaid,Morocco,Morocco,Economic Development,Financial Sector," $1,701.82 ",1701.82,1701.82
2014,2,Obligations,Economic Support Fund,usaid,Lebanon,Lebanon,"Democracy, Human Rights, and Governance",Civil Society," $1,304,160.00 ",1304160,1304160
2010,4,Obgl.,Global Health & Child Survival,U.S.A.I.D,Bangladesh,Bangladesh,Health,HIV/AIDS," $2,624,000.00 ",2624000,2624000
2013,4,Disbursements,Economic Support Fund,usaid,Honduras,Honduras,"Democracy, Human Rights, and Governance",Civil Society," $531,089.52 ",531089.52,531089.52
2010,1,Disbsmnt.,N/A,PEACE CORPS,Liberia,Liberia,,Multi-Sector - Unspecified," $3,012.00 ",3012,3012
2009,1,Disbursements,Global Health & Child Survival,U.S.A.I.D,Russia,Russia,Health,Tuberculosis," $314,596.10 ",314596.1,314596.1
2013,1,Obligations,N/A,PEACE CORPS,Paraguay,Paraguay,,Environment - General," $825,752.08 ",825752.08,825752.08
2011,40,Obligations,N/A,MCC,Madagascar,Madagascar,Program Management,Direct Administrative Costs," $(651,392.17)",-651392.17,-651392.17
2011,1,Disbursements,Economic Support Fund,usaid,Sierra Leone,Sierra Leone,Program Management,Direct Administrative Costs," $16,299.59 ",16299.59,16299.59
2011,3,Disbursements,Development Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Uganda,DRG,Rule of Law and Human Rights, $26.47 ,26.47,26.47
2009,3,Disbursements,Assist. For N.I.S Of Former Soviet Union, USAID,Azerbaijan,Azerbaijan,Economic Development,Macroeconomic Foundation for Growth," $496,452.56 ",496452.56,496452.56
2013,1,Disbursements,N/A,usaid,East Africa Region,East Africa Region,"Democracy, Human Rights, and Governance",Good Governance," $46,909.17 ",46909.17,46909.17
2011,3,Disbursements,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance","Sudan, Pre-2011 Election",Humanitarian Assistance,"Protection, Assistance and Solutions"," $27,122,997.13 ",27122997.13,27122997.13
2011,4,Disbursements,Economic Support Fund,usaid,West Bank and Gaza,West Bank and Gaza,Education and Social Services,Higher Education," $1,649,698.00 ",1649698,1649698
2009,4,Obligations,Economic Support Fund, USAID,Burma,Burma,Program Management,Direct Administrative Costs," $509,739.97 ",509739.97,509739.97
2010,2,Disbsmnt.,Operating Expenses,usaid,USAID West Africa Regional,Worldwide,Program Management,Direct Administrative Costs," $2,091,051.16 ",2091051.16,2091051.16
2014,2,Obligations,N/A,PEACE CORPS,Ethiopia,Ethiopia,,Multi-Sector - Unspecified," $(1,911.17)",-1911.17,-1911.17
2009,4,Obligations,Development Assistance, USAID,Kenya,Kenya,ENVIRONMENT,Clean Productive Environment," $500,000.00 ",500000,500000
2011,3,Disbursements,Special Assistance Initiatives,usaid,Serbia,Serbia,Economic Development,Private Sector Competitiveness, $377.35 ,377.35,377.35
2013,3,Disbursements,Child Survival and Health Programs Fund,U.S.A.I.D,Bangladesh,Bangladesh,Health,Family Planning and Reproductive Health," $160,229.56 ",160229.56,160229.56
2010,1,Disbsmnt.,"Assistance for Europe, Eurasia and Central Asia",usaid,Kosovo,Kosovo,Economic Development,Infrastructure," $2,293,538.47 ",2293538.47,2293538.47
2010,3,Disbsmnt.,Operating Expenses,usaid,Montenegro,Worldwide,Program Management,Direct Administrative Costs," $93,890.17 ",93890.17,93890.17
2010,2,Disbsmnt.,N/A,MCC,Mongolia,Mongolia,Education and Social Services,Social Assistance," $176,398.25 ",176398.25,176398.25
2012,1,Disbursements,Development Assistance,usaid,Pakistan,Pakistan,Econ. Dev.,Economic Opportunity," $171,705.25 ",171705.25,171705.25
2010,2,Disbsmnt.,Global HIV/AIDS Initiative,U.S.A.I.D,South Africa,South Africa,Health,HIV/AIDS," $3,457,656.68 ",3457656.68,3457656.68
2011,1,Disbursements,"Assistance for Europe, Eurasia and Central Asia",usaid,Georgia,Georgia,DRG,Rule of Law and Human Rights," $324,487.97 ",324487.97,324487.97
2011,1,Obligations,Global Health & Child Survival,usaid,Vietnam,Vietnam,Program Management,Direct Administrative Costs," $69,061.66 ",69061.66,69061.66
2013,2,Disbursements,International Disaster Assistance,usaid,Worldwide,Worldwide,Program Management,Direct Administrative Costs," $10,998,668.54 ",10998668.54,10998668.54
2013,2,Disbursements,Economic Support Fund,usaid,Haiti,Haiti,Peace and Security,Conflict Mitigation and Reconciliation," $1,740,708.46 ",1740708.46,1740708.46
2010,4,Disbsmnt.,Iraq Relief and Reconstruction Fund,usaid,Iraq,Iraq,"Democracy, Human Rights, and Governance",Good Governance," $7,017.70 ",7017.7,7017.7
2011,4,Disbursements,Commodity Credit Corp Title II and III,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Africa Region,Humanitarian Assistance,"Protection, Assistance and Solutions"," $400,000.00 ",400000,400000
2012,3,Disbursements,Economic Support Fund,usaid,Cuba,Cuba,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $458,269.00 ",458269,458269
2012,1,Disbursements,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Caribbean Region,Humanitarian Assistance,Disaster Readiness," $207,532.36 ",207532.36,207532.36
2012,3,Disbursements,Assist. For N.I.S Of Former Soviet Union,usaid,Azerbaijan,Azerbaijan,Program Management,Direct Administrative Costs, $447.71 ,447.71,447.71
2013,3,Disbursements,N/A,usaid,Honduras,Honduras,"Democracy, Human Rights, and Governance",Civil Society," $698,336.72 ",698336.72,698336.72
2009,1,Disbursements,Economic Support Fund, USAID,Bangladesh,Bangladesh,"Democracy, Human Rights, and Governance",Civil Society," $280,323.08 ",280323.08,280323.08
2012,,Obligations,N/A,USADF,Djibouti,Djibouti,,Water Supply and Sanitation," $7,447.00 ",7447,7447
2010,4,Disbsmnt.,Development Assistance,usaid,USAID Central America Regional,Central American Region,Economic Development,Private Sector Competitiveness," $1,675,640.87 ",1675640.87,1675640.87
2012,4,Obligations,Global Health & Child Survival,U.S.A.I.D,Malawi,Malawi,Health,Malaria," $8,455,000.00 ",8455000,8455000
2009,2,Disbursements,Economic Support Fund, USAID,Zambia,Zambia,Education and Social Services,Social Services," $320,749.08 ",320749.08,320749.08
2013,1,Obligations,Commodity Credit Corp Title II and III,usaid,Niger,Niger,Humanitarian Assistance,"Protection, Assistance and Solutions"," $9,297,228.16 ",9297228.16,9297228.16
2013,3,Disbursements,International Disaster Assistance,usaid,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election",Humanitarian Assistance,"Protection, Assistance and Solutions"," $1,494,804.31 ",1494804.31,1494804.31
2010,2,Obgl.,Development Credit Authority-Financ Acct,usaid,"USAID Economic Growth, Education and Environment",Indonesia,Economic Development,Financial Sector," $192,000.00 ",192000,192000
2014,2,Disbursements,Global Health & Child Survival,usaid,Bangladesh,Bangladesh,Program Management,Direct Administrative Costs," $308,757.18 ",308757.18,308757.18
2014,2,Disbursements,International Disaster Assistance,usaid,China,China,Humanitarian Assistance,Disaster Readiness," $93,157.36 ",93157.36,93157.36
2013,,Obligations,N/A,Treasury,Algeria,Algeria,,Financial Sector," $6,062.55 ",6062.55,6062.55
2011,1,Disbursements,Economic Support Fund,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Afghanistan,Peace and Security,Conflict Mitigation and Reconciliation," $24,584,733.04 ",24584733.04,24584733.04
2014,2,Disbursements,N/A,PEACE CORPS,Ethiopia,Ethiopia,,Economic Development - General," $88,108.88 ",88108.88000000001,88108.88000000001
2009,4,Obligations,Assist. For N.I.S Of Former Soviet Union,U.S.A.I.D,Uzbekistan,Uzbekistan,Health,Family Planning and Reproductive Health," $11,553.50 ",11553.5,11553.5
2011,4,Disbursements,Economic Support Fund,U.S.A.I.D,Djibouti,Djibouti,Health,Maternal and Child Health," $28,559.74 ",28559.74,28559.74
2012,3,Disbursements,Global Health & Child Survival,usaid,USAID Regional Development Mission-Asia,Laos,Program Management,Direct Administrative Costs, $290.80 ,290.8,290.8
2012,1,Obligations,Global Health & Child Survival,usaid,USAID Regional Development Mission-Asia,East Asia Region,Program Management,Direct Administrative Costs," $104,679.96 ",104679.96,104679.96
2011,2,Disbursements,Development Assistance,usaid,USAID Office of Development Partners,Worldwide,Economic Development,Agriculture," $460,182.20 ",460182.2,460182.2
2010,1,Disbsmnt.,N/A,MCC,Madagascar,Madagascar,Program Management,Direct Administrative Costs," $656,909.42 ",656909.42,656909.42
2012,2,Disbursements,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",India,Humanitarian Assistance,"Protection, Assistance and Solutions"," $200,000.00 ",200000,200000
2011,4,Obligations,Economic Support Fund,usaid,Iraq,Iraq,Program Management,Monitoring and Evaluation," $2,219,594.00 ",2219594,2219594
